ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
201479_at	0.596	0.38775049	0.876762	-5.3509	0.0905902	MIR664B///SNORA56///DKC1	microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1
215250_at	0.596	0.38780834	-0.876653	-5.351	-0.0874629	EMC3	ER membrane protein complex subunit 3
208677_s_at	0.596	0.38782563	-0.876621	-5.3511	-0.2805034	BSG	basigin (Ok blood group)
204078_at	0.596	0.38789913	0.876484	-5.3512	0.0758395	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)
213708_s_at	0.596	0.38791452	-0.876455	-5.3512	-0.1015753	MLX	MLX, MAX dimerization protein
220914_at	0.596	0.38806153	-0.87618	-5.3514	-0.0588051		
218413_s_at	0.596	0.38828467	0.875762	-5.3517	0.0605937	ZNF639	zinc finger protein 639
205715_at	0.596	0.38846027	-0.875434	-5.352	-0.1872133	BST1	bone marrow stromal cell antigen 1
209356_x_at	0.596	0.3884637	-0.875428	-5.352	-0.0903331	EFEMP2	EGF containing fibulin like extracellular matrix protein 2
217963_s_at	0.596	0.38856265	-0.875243	-5.3521	-0.2034518	BEX3	brain expressed X-linked 3
201460_at	0.596	0.38858619	-0.875199	-5.3522	-0.1089294	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
210995_s_at	0.596	0.38861278	0.875149	-5.3522	0.2181747	TRIM23	tripartite motif containing 23
222278_at	0.597	0.38868492	-0.875014	-5.3523	-0.0805278	LOC101929726	uncharacterized LOC101929726
221409_at	0.597	0.38872063	-0.874948	-5.3524	-0.083496	OR2S2	olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)
208758_at	0.597	0.38882245	0.874757	-5.3525	0.0917051	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
214842_s_at	0.597	0.38903997	-0.874351	-5.3528	-0.0500149	ALB	albumin
216802_at	0.597	0.38906407	-0.874306	-5.3529	-0.049046		
206717_at	0.597	0.38910784	-0.874224	-5.3529	-0.054588	MYH8	myosin heavy chain 8
215267_s_at	0.597	0.38919116	-0.874069	-5.3531	-0.0677907	SLC8A2	solute carrier family 8 member A2
209277_at	0.597	0.38927586	-0.873911	-5.3532	-0.0558173	TFPI2	tissue factor pathway inhibitor 2
207076_s_at	0.597	0.38928106	-0.873901	-5.3532	-0.066319	ASS1	argininosuccinate synthase 1
221818_at	0.597	0.38932043	-0.873828	-5.3532	-0.1263837	INTS5	integrator complex subunit 5
204785_x_at	0.597	0.38943974	-0.873605	-5.3534	-0.0912363	IFNAR2	interferon alpha and beta receptor subunit 2
202821_s_at	0.597	0.38949485	0.873502	-5.3535	0.1085412	LPP	LIM domain containing preferred translocation partner in lipoma
221467_at	0.597	0.38953625	-0.873425	-5.3536	-0.05754	MC4R	melanocortin 4 receptor
219811_at	0.597	0.38954273	-0.873413	-5.3536	-0.0968451	MIR1306///DGCR8	microRNA 1306///DGCR8 microprocessor complex subunit
221027_s_at	0.597	0.38956571	0.87337	-5.3536	0.1609146	PLA2G12A	phospholipase A2 group XIIA
205042_at	0.597	0.38960563	0.873295	-5.3537	0.1367725	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
222051_s_at	0.597	0.38961671	-0.873275	-5.3537	-0.0484962	E2F5	E2F transcription factor 5
214458_at	0.597	0.38962472	-0.87326	-5.3537	-0.0641782	TRAF3IP1	TRAF3 interacting protein 1
213354_s_at	0.597	0.3896664	-0.873182	-5.3537	-0.0750604	NR2F6	nuclear receptor subfamily 2 group F member 6
203662_s_at	0.597	0.38966756	-0.87318	-5.3537	-0.2340662	TMOD1	tropomodulin 1
212374_at	0.597	0.38973175	-0.87306	-5.3538	-0.1458781	FEM1B	fem-1 homolog B
211506_s_at	0.598	0.38994133	0.872669	-5.3541	0.469322	CXCL8	C-X-C motif chemokine ligand 8
220754_at	0.598	0.38996299	-0.872629	-5.3542	-0.0493257	ARMC9	armadillo repeat containing 9
206577_at	0.598	0.38997773	-0.872601	-5.3542	-0.0480942	VIP	vasoactive intestinal peptide
209710_at	0.598	0.39009169	0.872389	-5.3544	0.1606513	GATA2	GATA binding protein 2
213380_x_at	0.598	0.3901762	0.872231	-5.3545	0.0955987	LOC102724562///MST1L///MST1P2///MST1	macrophage stimulating 1 pseudogene///macrophage stimulating 1 like///macrophage stimulating 1 pseudogene 2///macrophage stimulating 1
213961_s_at	0.598	0.39023151	-0.872128	-5.3546	-0.0644394	TAF6L	TATA-box binding protein associated factor 6 like
217492_s_at	0.598	0.39024371	0.872106	-5.3546	0.1333623	PTENP1///PTEN	phosphatase and tensin homolog pseudogene 1///phosphatase and tensin homolog
220576_at	0.598	0.39028612	-0.872026	-5.3547	-0.199014	PGAP1	post-GPI attachment to proteins 1
220124_at	0.598	0.39030615	-0.871989	-5.3547	-0.0676363	GAN	gigaxonin
206203_at	0.598	0.39030877	-0.871984	-5.3547	-0.1007865	RCVRN	recoverin
201070_x_at	0.598	0.39035278	0.871902	-5.3547	0.1576351	SF3B1	splicing factor 3b subunit 1
208536_s_at	0.598	0.39049419	0.871639	-5.355	0.1137312	BCL2L11	BCL2 like 11
217810_x_at	0.598	0.3905481	0.871538	-5.355	0.131542	LARS	leucyl-tRNA synthetase
207247_s_at	0.598	0.3905594	0.871517	-5.355	0.1740476	ZFY///ZFX	zinc finger protein, Y-linked///zinc finger protein, X-linked
219857_at	0.598	0.39057923	-0.87148	-5.3551	-0.0548784	PLEKHS1	pleckstrin homology domain containing S1
38269_at	0.598	0.39060747	-0.871428	-5.3551	-0.1091587	PRKD2	protein kinase D2
218692_at	0.598	0.39068858	0.871277	-5.3552	0.0541004	SYBU	syntabulin
217730_at	0.598	0.39069772	-0.87126	-5.3552	-0.1125913	MIR6513///TMBIM1	microRNA 6513///transmembrane BAX inhibitor motif containing 1
219759_at	0.598	0.39072821	0.871203	-5.3553	0.4205077	ERAP2	endoplasmic reticulum aminopeptidase 2
201552_at	0.598	0.39076404	0.871136	-5.3553	0.0866249	LAMP1	lysosomal associated membrane protein 1
220328_at	0.598	0.39076908	-0.871127	-5.3554	-0.108575	PHC3	polyhomeotic homolog 3
215498_s_at	0.598	0.39077801	-0.87111	-5.3554	-0.2358235	LOC100996792///MAP2K3	dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3
210252_s_at	0.598	0.39084305	-0.870989	-5.3555	-0.1103809	MADD	MAP kinase activating death domain
214150_x_at	0.598	0.39105109	-0.870602	-5.3558	-0.0874024	ATP6V0E1	ATPase H+ transporting V0 subunit e1
213005_s_at	0.599	0.39118106	0.87036	-5.3559	0.1889864	KANK1	KN motif and ankyrin repeat domains 1
202974_at	0.599	0.39122077	-0.870286	-5.356	-0.2471396	MPP1	membrane palmitoylated protein 1
222193_at	0.599	0.39128375	0.870169	-5.3561	0.0906995	LDAH	lipid droplet associated hydrolase
44783_s_at	0.599	0.39135711	-0.870032	-5.3562	-0.0709987	HEY1	hes related family bHLH transcription factor with YRPW motif 1
203852_s_at	0.599	0.39149715	0.869772	-5.3564	0.2304474	SMN2///SMN1	survival of motor neuron 2, centromeric///survival of motor neuron 1, telomeric
219100_at	0.599	0.39167402	-0.869443	-5.3567	-0.0995289	OBFC1	oligonucleotide/oligosaccharide binding fold containing 1
207459_x_at	0.599	0.39186834	-0.869082	-5.3569	-0.2857535	GYPB	glycophorin B (MNS blood group)
222121_at	0.599	0.39201554	-0.868808	-5.3572	-0.0487892	ARHGEF26	Rho guanine nucleotide exchange factor 26
206189_at	0.599	0.39203023	-0.868781	-5.3572	-0.0563631	UNC5C	unc-5 netrin receptor C
220521_s_at	0.599	0.39207885	0.86869	-5.3572	0.1619085	ATG16L1	autophagy related 16 like 1
220311_at	0.599	0.39208618	0.868677	-5.3573	0.0827202	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)
216048_s_at	0.6	0.3922296	-0.86841	-5.3575	-0.0655336	RHOBTB3	Rho related BTB domain containing 3
212881_at	0.6	0.39229772	0.868284	-5.3576	0.0962051	PIAS4	protein inhibitor of activated STAT 4
208936_x_at	0.6	0.39237589	0.868139	-5.3577	0.1381506	LGALS8	galectin 8
220728_at	0.6	0.39240376	0.868087	-5.3577	0.1277877		
211119_at	0.6	0.39243551	-0.868028	-5.3578	-0.0634477	ESR2	estrogen receptor 2
219218_at	0.6	0.39244061	-0.868018	-5.3578	-0.083465	BAHCC1	BAH domain and coiled-coil containing 1
212419_at	0.6	0.39244203	-0.868016	-5.3578	-0.0791835	ZCCHC24	zinc finger CCHC-type containing 24
214429_at	0.6	0.39252851	0.867855	-5.3579	0.1492094	MTMR6	myotubularin related protein 6
219133_at	0.6	0.39256192	0.867793	-5.3579	0.1160722	OXSM	3-oxoacyl-ACP synthase, mitochondrial
216243_s_at	0.6	0.39257583	-0.867767	-5.358	-0.1720224	IL1RN	interleukin 1 receptor antagonist
211195_s_at	0.6	0.39262799	-0.867671	-5.358	-0.0917841	TP63	tumor protein p63
33850_at	0.6	0.39263646	-0.867655	-5.3581	-0.0657081	MAP4	microtubule associated protein 4
201002_s_at	0.6	0.39269386	-0.867548	-5.3581	-0.0651589	TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1	TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1
204239_s_at	0.6	0.39295478	-0.867064	-5.3585	-0.0706213	NNAT	neuronatin
212503_s_at	0.6	0.39296239	0.86705	-5.3585	0.1303153	DIP2C	disco interacting protein 2 homolog C
216757_at	0.6	0.39297131	-0.867033	-5.3585	-0.0779278		
216489_at	0.6	0.3930094	-0.866963	-5.3586	-0.0683719	LOC101927086	uncharacterized LOC101927086
213666_at	0.6	0.39307149	0.866847	-5.3587	0.1663501	SEPT6	septin 6
214001_x_at	0.6	0.39312705	-0.866744	-5.3588	-0.1376843	RPS10	ribosomal protein S10
202015_x_at	0.6	0.39318521	-0.866637	-5.3588	-0.0653084	METAP2	methionyl aminopeptidase 2
216150_at	0.6	0.39331569	0.866395	-5.359	0.0871353		
201668_x_at	0.6	0.39332325	-0.866381	-5.359	-0.2556615	MARCKS	myristoylated alanine rich protein kinase C substrate
203243_s_at	0.601	0.3933877	0.866261	-5.3591	0.2362521	PDLIM5	PDZ and LIM domain 5
200600_at	0.601	0.39351621	0.866023	-5.3593	0.0791167	MSN	moesin
218739_at	0.601	0.39351737	0.866021	-5.3593	0.166739	ABHD5	abhydrolase domain containing 5
201433_s_at	0.601	0.39356007	-0.865941	-5.3594	-0.0906306	PTDSS1	phosphatidylserine synthase 1
204532_x_at	0.601	0.39356248	-0.865937	-5.3594	-0.0595563	UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10	UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
201962_s_at	0.601	0.39367141	0.865735	-5.3595	0.0978363	RNF41	ring finger protein 41
201700_at	0.601	0.39369333	-0.865694	-5.3596	-0.131971	CCND3	cyclin D3
218625_at	0.601	0.39374291	0.865603	-5.3596	0.0682994	NRN1	neuritin 1
205299_s_at	0.601	0.39383066	0.86544	-5.3598	0.0670929	BTN2A2	butyrophilin subfamily 2 member A2
203587_at	0.601	0.39388401	-0.865341	-5.3598	-0.0545379	ARL4D	ADP ribosylation factor like GTPase 4D
206135_at	0.601	0.39392848	-0.865259	-5.3599	-0.0486437	ST18	ST18, C2H2C-type zinc finger
213466_at	0.601	0.39394297	-0.865232	-5.3599	-0.0870627	RAB40C	RAB40C, member RAS oncogene family
222337_at	0.601	0.39396208	-0.865196	-5.36	-0.0743694		
216823_at	0.601	0.39399412	0.865137	-5.36	0.1066346	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
206190_at	0.601	0.39401472	-0.865099	-5.36	-0.0529025	GPR17	G protein-coupled receptor 17
203735_x_at	0.601	0.39403114	-0.865069	-5.3601	-0.1179907	PPFIBP1	PPFIA binding protein 1
210507_s_at	0.601	0.39404045	-0.865051	-5.3601	-0.0881361	AVIL	advillin
201955_at	0.601	0.39404555	0.865042	-5.3601	0.1217974	CCNC	cyclin C
210559_s_at	0.601	0.39405289	-0.865028	-5.3601	-0.1396835	CDK1	cyclin dependent kinase 1
208381_s_at	0.601	0.39407735	0.864983	-5.3601	0.0551972	SGPL1	sphingosine-1-phosphate lyase 1
217504_at	0.601	0.39413178	-0.864882	-5.3602	-0.0532161	ABCA6	ATP binding cassette subfamily A member 6
217567_at	0.601	0.39424826	-0.864666	-5.3604	-0.0638078	TGM4	transglutaminase 4
217951_s_at	0.601	0.39428413	0.8646	-5.3604	0.1872891	PHF3	PHD finger protein 3
219123_at	0.601	0.39450122	0.864198	-5.3607	0.1885789	ZNF232	zinc finger protein 232
205666_at	0.601	0.39454347	0.86412	-5.3608	0.0738538	FMO1	flavin containing monooxygenase 1
212666_at	0.601	0.39461606	0.863986	-5.3609	0.1794775	SMURF1	SMAD specific E3 ubiquitin protein ligase 1
34697_at	0.601	0.39464079	-0.86394	-5.3609	-0.0457429	LRP6	LDL receptor related protein 6
212554_at	0.602	0.39485436	-0.863545	-5.3612	-0.0515316	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)
212686_at	0.602	0.39486785	0.86352	-5.3613	0.0708291	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H
218298_s_at	0.602	0.39487897	-0.863499	-5.3613	-0.079489	C14orf159	chromosome 14 open reading frame 159
203548_s_at	0.602	0.39510281	0.863085	-5.3616	0.0869873	LPL	lipoprotein lipase
58900_at	0.602	0.39510346	-0.863084	-5.3616	-0.0685055	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
220667_at	0.602	0.39511398	-0.863065	-5.3616	-0.053507	USP49	ubiquitin specific peptidase 49
202820_at	0.602	0.39525841	0.862798	-5.3618	0.1639889	AHR	aryl hydrocarbon receptor
210849_s_at	0.602	0.39539718	0.862541	-5.362	0.0985914	VPS41	VPS41, HOPS complex subunit
214116_at	0.602	0.39544403	0.862454	-5.3621	0.0642849	BTD	biotinidase
205068_s_at	0.602	0.39545227	0.862439	-5.3621	0.1107673	ARHGAP26	Rho GTPase activating protein 26
210727_at	0.602	0.39545584	-0.862433	-5.3621	-0.0652578	CALCA	calcitonin related polypeptide alpha
215365_at	0.602	0.39547282	-0.862401	-5.3621	-0.0630156	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2
221065_s_at	0.602	0.39547837	-0.862391	-5.3621	-0.1359694	CHST8	carbohydrate sulfotransferase 8
217035_at	0.602	0.39549565	-0.862359	-5.3622	-0.0813605	SKAP2	src kinase associated phosphoprotein 2
215751_at	0.602	0.39551914	-0.862316	-5.3622	-0.0688583	RBM26	RNA binding motif protein 26
208367_x_at	0.602	0.39559552	-0.862175	-5.3623	-0.0620132	CYP3A4	cytochrome P450 family 3 subfamily A member 4
211421_s_at	0.602	0.39559665	-0.862172	-5.3623	-0.0599511	RET	ret proto-oncogene
211934_x_at	0.602	0.39560199	-0.862163	-5.3623	-0.1134904	GANAB	glucosidase II alpha subunit
212017_at	0.602	0.3957097	0.861964	-5.3625	0.0860941	FAM168B	family with sequence similarity 168 member B
200867_at	0.602	0.39578981	0.861816	-5.3626	0.0720782	RNF114	ring finger protein 114
211330_s_at	0.602	0.39586129	-0.861684	-5.3627	-0.123664	HFE	hemochromatosis
207711_at	0.602	0.395889	-0.861632	-5.3627	-0.1194514	SOGA1	suppressor of glucose, autophagy associated 1
216253_s_at	0.602	0.39590484	-0.861603	-5.3627	-0.3118031	PARVB	parvin beta
201144_s_at	0.602	0.39593989	0.861538	-5.3628	0.1041183	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha
208872_s_at	0.603	0.39612261	-0.861201	-5.363	-0.1374448	REEP5	receptor accessory protein 5
211399_at	0.603	0.39624956	-0.860967	-5.3632	-0.0665769	FGFR2	fibroblast growth factor receptor 2
218540_at	0.603	0.39628066	-0.860909	-5.3633	-0.1085257	THTPA	thiamine triphosphatase
206603_at	0.603	0.39637186	-0.860741	-5.3634	-0.0746474	SLC2A4	solute carrier family 2 member 4
202809_s_at	0.603	0.39637706	0.860731	-5.3634	0.1057167	INTS3	integrator complex subunit 3
209135_at	0.603	0.39642002	0.860652	-5.3635	0.1069441	ASPH	aspartate beta-hydroxylase
203144_s_at	0.603	0.39656693	0.860381	-5.3637	0.1182205	KIAA0040	KIAA0040
209044_x_at	0.603	0.39667917	-0.860174	-5.3638	-0.1184291	SF3B4	splicing factor 3b subunit 4
201462_at	0.603	0.39669264	0.860149	-5.3639	0.1342478	SCRN1	secernin 1
218542_at	0.603	0.39673925	0.860063	-5.3639	0.0694988	CEP55	centrosomal protein 55
202273_at	0.603	0.39676574	-0.860014	-5.364	-0.1369419	PDGFRB	platelet derived growth factor receptor beta
219022_at	0.603	0.39680426	0.859943	-5.364	0.0860768	C12orf43	chromosome 12 open reading frame 43
204772_s_at	0.603	0.39682435	0.859906	-5.364	0.1662586	TTF1	transcription termination factor 1
203345_s_at	0.603	0.39683874	0.85988	-5.3641	0.1097858	MTF2	metal response element binding transcription factor 2
209930_s_at	0.603	0.39685573	-0.859849	-5.3641	-0.3101668	NFE2	nuclear factor, erythroid 2
209785_s_at	0.603	0.39687009	-0.859822	-5.3641	-0.2969742	PLA2G4C	phospholipase A2 group IVC
205599_at	0.603	0.39688226	-0.8598	-5.3641	-0.085929	TRAF1	TNF receptor associated factor 1
214858_at	0.603	0.39688564	-0.859793	-5.3641	-0.0766998	PP14571	uncharacterized LOC100130449
208343_s_at	0.603	0.39720377	-0.859207	-5.3646	-0.0502529	NR5A2	nuclear receptor subfamily 5 group A member 2
221665_s_at	0.604	0.39730453	-0.859021	-5.3647	-0.0935462	EPS8L1	EPS8 like 1
211856_x_at	0.604	0.39732636	0.858981	-5.3648	0.1149067	CD28	CD28 molecule
213570_at	0.604	0.39737624	0.858889	-5.3648	0.0882338	EIF4E2	eukaryotic translation initiation factor 4E family member 2
216184_s_at	0.604	0.39748135	-0.858696	-5.365	-0.079775	RIMS1	regulating synaptic membrane exocytosis 1
203311_s_at	0.604	0.39749316	0.858674	-5.365	0.1515494	ARF6	ADP ribosylation factor 6
220997_s_at	0.604	0.39749383	-0.858673	-5.365	-0.0460086	DIAPH3	diaphanous related formin 3
206789_s_at	0.604	0.39750818	0.858646	-5.365	0.1333411	POU2F1	POU class 2 homeobox 1
215202_at	0.604	0.39755175	-0.858566	-5.3651	-0.1160292	GUSBP11	glucuronidase, beta pseudogene 11
220756_s_at	0.604	0.397567	-0.858538	-5.3651	-0.054106	SLC52A1	solute carrier family 52 member 1
214168_s_at	0.604	0.39758841	-0.858498	-5.3651	-0.0700616	TJP1	tight junction protein 1
210069_at	0.604	0.39761402	0.858451	-5.3652	0.1666076	CHKB-CPT1B///CPT1B	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B
202323_s_at	0.604	0.39764012	0.858403	-5.3652	0.1407103	ACBD3	acyl-CoA binding domain containing 3
221762_s_at	0.604	0.39767569	-0.858338	-5.3653	-0.1314103	PCIF1	PDX1 C-terminal inhibiting factor 1
209592_s_at	0.604	0.39776683	-0.85817	-5.3654	-0.0973634	DCAF7	DDB1 and CUL4 associated factor 7
217808_s_at	0.604	0.39781793	-0.858076	-5.3655	-0.0833295	MAPKAP1	mitogen-activated protein kinase associated protein 1
200619_at	0.604	0.3978706	-0.857979	-5.3655	-0.0813378	SF3B2	splicing factor 3b subunit 2
205022_s_at	0.604	0.39792709	0.857875	-5.3656	0.0963571	FOXN3	forkhead box N3
216277_at	0.604	0.39792904	0.857871	-5.3656	0.0650262	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
211999_at	0.604	0.39805516	-0.857639	-5.3658	-0.0906123	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
212226_s_at	0.604	0.39821221	0.85735	-5.366	0.2232518	PLPP3	phospholipid phosphatase 3
211187_at	0.604	0.39823825	0.857302	-5.366	0.0619751		
206883_x_at	0.604	0.39832761	-0.857138	-5.3662	-0.3063909	GP9	glycoprotein IX platelet
210842_at	0.604	0.3983417	-0.857112	-5.3662	-0.0639928	NRP2	neuropilin 2
212767_at	0.604	0.39842774	-0.856954	-5.3663	-0.0709497	MTG1	mitochondrial ribosome associated GTPase 1
216796_s_at	0.604	0.39851073	-0.856801	-5.3664	-0.051659		
205523_at	0.604	0.39855385	-0.856722	-5.3665	-0.0504701	HAPLN1	hyaluronan and proteoglycan link protein 1
211592_s_at	0.605	0.39860008	-0.856637	-5.3666	-0.0645206	CACNA1C	calcium voltage-gated channel subunit alpha1 C
221087_s_at	0.605	0.39869254	-0.856467	-5.3667	-0.1006256	APOL3	apolipoprotein L3
213758_at	0.605	0.39873101	-0.856396	-5.3667	-0.1226914	COX4I1	cytochrome c oxidase subunit 4I1
211941_s_at	0.605	0.39881134	-0.856248	-5.3669	-0.102577	PEBP1	phosphatidylethanolamine binding protein 1
211162_x_at	0.605	0.39884314	-0.85619	-5.3669	-0.0926428	SCD	stearoyl-CoA desaturase
206430_at	0.605	0.39886012	-0.856159	-5.3669	-0.0955841	CDX1	caudal type homeobox 1
208117_s_at	0.605	0.39886454	-0.85615	-5.3669	-0.0722437	LAS1L	LAS1 like, ribosome biogenesis factor
217213_at	0.605	0.39888481	-0.856113	-5.367	-0.0460265	SLC6A2	solute carrier family 6 member 2
210638_s_at	0.605	0.39888554	0.856112	-5.367	0.0867408	FBXO9	F-box protein 9
215882_at	0.605	0.39890244	-0.856081	-5.367	-0.0741858	CEP152	centrosomal protein 152
217965_s_at	0.605	0.3989618	-0.855972	-5.3671	-0.0654889	SAP30BP	SAP30 binding protein
200700_s_at	0.605	0.39898453	-0.85593	-5.3671	-0.1075434	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
201940_at	0.605	0.39898638	0.855927	-5.3671	0.1187071	CPD	carboxypeptidase D
44696_at	0.605	0.399014	-0.855876	-5.3671	-0.0955625	TBC1D13	TBC1 domain family member 13
211501_s_at	0.605	0.39905684	-0.855797	-5.3672	-0.0805763	EIF3B	eukaryotic translation initiation factor 3 subunit B
AFFX-TrpnX-3_at	0.605	0.39910259	-0.855713	-5.3673	-0.0436791		
201557_at	0.605	0.39912523	-0.855671	-5.3673	-0.0972569	VAMP2	vesicle associated membrane protein 2
207841_at	0.605	0.39920491	-0.855525	-5.3674	-0.0774737	SPIN2A	spindlin family member 2A
220403_s_at	0.605	0.39921168	-0.855513	-5.3674	-0.0713217	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
217715_x_at	0.605	0.39924683	0.855448	-5.3675	0.142926		
213872_at	0.605	0.39932666	-0.855301	-5.3676	-0.1419434		
202748_at	0.605	0.39938926	-0.855186	-5.3677	-0.1266618	GBP2	guanylate binding protein 2
205687_at	0.605	0.39950265	-0.854978	-5.3678	-0.1403336	UBFD1	ubiquitin family domain containing 1
209345_s_at	0.605	0.39951613	-0.854953	-5.3678	-0.1514765	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha
204385_at	0.605	0.39956793	0.854858	-5.3679	0.1302283	KYNU	kynureninase
214255_at	0.605	0.39957166	0.854852	-5.3679	0.1080215	ATP10A	ATPase phospholipid transporting 10A (putative)
203974_at	0.605	0.39962273	-0.854758	-5.368	-0.1283508	PUDP	pseudouridine 5'-phosphatase
208438_s_at	0.605	0.39964818	-0.854711	-5.368	-0.1198311	FGR	FGR proto-oncogene, Src family tyrosine kinase
207504_at	0.605	0.3996863	-0.854641	-5.3681	-0.0799901	CA7	carbonic anhydrase 7
222063_s_at	0.605	0.39971095	-0.854596	-5.3681	-0.0554696	CDS1	CDP-diacylglycerol synthase 1
200930_s_at	0.605	0.39972726	-0.854566	-5.3681	-0.0775071	VCL	vinculin
204168_at	0.605	0.39979248	-0.854446	-5.3682	-0.1187263	MGST2	microsomal glutathione S-transferase 2
212816_s_at	0.605	0.39985735	-0.854327	-5.3683	-0.0528979	CBS	cystathionine-beta-synthase
220967_s_at	0.605	0.39998587	-0.854091	-5.3685	-0.0899671	ZNF696	zinc finger protein 696
201755_at	0.605	0.39999982	-0.854066	-5.3685	-0.1182445	MCM5	minichromosome maintenance complex component 5
202002_at	0.605	0.40012237	-0.853841	-5.3687	-0.0753167	ACAA2	acetyl-CoA acyltransferase 2
55081_at	0.605	0.40014799	-0.853794	-5.3687	-0.0908592	MICALL1	MICAL like 1
210852_s_at	0.605	0.40023533	0.853634	-5.3689	0.0516262	AASS	aminoadipate-semialdehyde synthase
202003_s_at	0.605	0.40031348	0.85349	-5.369	0.1059261	ACAA2	acetyl-CoA acyltransferase 2
209459_s_at	0.605	0.40033792	0.853446	-5.369	0.1836859	ABAT	4-aminobutyrate aminotransferase
213196_at	0.605	0.40035776	-0.853409	-5.369	-0.0908034	ZNF629	zinc finger protein 629
214384_s_at	0.605	0.40035811	-0.853409	-5.369	-0.0724421	DCTN2	dynactin subunit 2
208247_at	0.605	0.4003888	-0.853352	-5.3691	-0.0613372	ERC2-IT1	ERC2 intronic transcript 1
202090_s_at	0.605	0.4004032	-0.853326	-5.3691	-0.1256239	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI
220651_s_at	0.605	0.40041026	-0.853313	-5.3691	-0.1014315	MCM10	minichromosome maintenance 10 replication initiation factor
218589_at	0.605	0.40042349	0.853289	-5.3691	0.1601645	LPAR6	lysophosphatidic acid receptor 6
207508_at	0.606	0.4006865	-0.852807	-5.3695	-0.0967239	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)
219313_at	0.606	0.40072824	0.85273	-5.3695	0.0670902	GRAMD1C	GRAM domain containing 1C
208373_s_at	0.606	0.40076651	-0.85266	-5.3696	-0.0764039	P2RY6	pyrimidinergic receptor P2Y6
205247_at	0.606	0.40076962	-0.852654	-5.3696	-0.0919239	NOTCH4	notch 4
33760_at	0.606	0.40086396	-0.852481	-5.3697	-0.0972096	PEX14	peroxisomal biogenesis factor 14
205440_s_at	0.606	0.40088744	-0.852438	-5.3698	-0.0499861	NPY1R	neuropeptide Y receptor Y1
217025_s_at	0.606	0.40096872	-0.852289	-5.3699	-0.1222391	DBN1	drebrin 1
212928_at	0.606	0.40103403	0.85217	-5.37	0.1145538	TSPYL4	TSPY like 4
60528_at	0.606	0.40103756	-0.852163	-5.37	-0.0951342	PLA2G4B///JMJD7-PLA2G4B	phospholipase A2 group IVB///JMJD7-PLA2G4B readthrough
212365_at	0.606	0.40126084	-0.851754	-5.3703	-0.086242	MYO1B	myosin IB
208278_s_at	0.606	0.40134128	-0.851607	-5.3704	-0.0887661		
216407_at	0.606	0.40135836	-0.851576	-5.3704	-0.1064916	VAC14	Vac14, PIKFYVE complex component
218272_at	0.606	0.40138385	0.851529	-5.3705	0.1509895	TTC38	tetratricopeptide repeat domain 38
212038_s_at	0.606	0.40139343	0.851512	-5.3705	0.0921912	VDAC1	voltage dependent anion channel 1
213816_s_at	0.606	0.40150846	-0.851301	-5.3706	-0.0500673	MET	MET proto-oncogene, receptor tyrosine kinase
210551_s_at	0.606	0.4015218	-0.851277	-5.3707	-0.0697131	ASMT	acetylserotonin O-methyltransferase
215059_at	0.606	0.40156552	-0.851197	-5.3707	-0.0639484		
220990_s_at	0.606	0.40157808	-0.851174	-5.3707	-0.1200965	MIR21///VMP1	microRNA 21///vacuole membrane protein 1
